Clip,L1 Loss,L2 Loss,SNR (dB)
13224,1.434369,3.543121,31.20
13225,1.465343,3.562758,31.19
13226,1.478954,3.508351,31.27
13227,1.410033,3.196641,31.69
13228,1.461097,3.491206,31.29
13229,1.445320,3.556633,31.15
13230,1.499308,3.699804,30.85
13231,1.733088,4.693619,29.64
13232,1.860800,5.456716,28.74
13233,1.811187,5.420789,28.49
13234,1.987276,6.539597,27.40
13235,1.875115,6.308128,27.26
13236,1.815835,5.930018,27.24
13237,1.834054,6.031157,26.87
13238,1.927355,6.590474,26.18
13239,1.916426,6.662773,25.82
13240,1.952018,6.944887,25.33
13241,1.970221,7.157320,24.87
13242,2.096497,7.627214,24.26
13243,2.228506,8.084579,23.66
13244,2.340902,8.808884,22.95
13245,2.398357,8.984953,22.55
13246,2.630245,10.498219,21.60
13247,2.864982,12.493504,20.60
13248,2.876554,12.538174,20.38
13249,2.786100,11.645185,20.52
13250,2.705273,11.128720,20.53
13251,2.697103,11.182855,20.32
13252,2.731524,11.430381,20.06
13253,2.809696,12.034761,19.70
13254,2.927715,13.106630,19.24
13255,3.043698,14.395320,18.79
13256,3.083105,14.967041,18.62
13257,3.073035,15.155694,18.59
13258,3.099698,15.754778,18.44
13259,3.172702,16.744232,18.20
13260,3.235970,17.711376,18.00
13261,3.216708,17.859518,18.03
13262,3.167717,17.886103,18.11
13263,3.106235,17.258200,18.39
13264,2.912911,15.086293,19.11
13265,2.602322,12.114651,20.22
13266,2.363661,10.035843,21.19
13267,2.240513,8.464651,22.08
13268,2.250361,8.117106,22.40
13269,2.314327,8.442118,22.32
13270,2.262800,8.379565,22.41
13271,2.142474,7.848458,22.71
13272,2.015667,7.046531,23.17
13273,1.906456,6.252743,23.65
13274,1.849940,5.946689,23.84
13275,1.860387,5.990363,23.78
13276,1.899109,6.109247,23.67
13277,2.046620,6.688048,23.23
13278,2.123034,7.088831,22.93
13279,2.086102,6.956051,22.94
13280,2.161134,7.458464,22.56
13281,2.225845,7.982546,22.18
13282,2.130789,7.537974,22.34
13283,1.983073,6.708043,22.77
13284,2.029933,6.731606,22.67
13285,1.882254,5.671054,23.34
13286,1.781008,5.202598,23.65
13287,1.842719,5.757298,23.16
13288,1.960322,6.567752,22.54
13289,2.015234,6.889657,22.29
13290,1.958887,6.472755,22.52
13291,1.953119,6.300976,22.60
13292,1.935266,6.008334,22.76
13293,1.948279,6.005122,22.71
13294,1.984455,6.129786,22.55
13295,2.097739,6.921470,21.95
13296,2.246025,7.993590,21.23
13297,2.199060,7.612895,21.34
13298,2.166048,7.450218,21.34
13299,2.390144,9.100101,20.37
13300,2.296315,8.758936,20.45
13301,2.183372,7.702472,20.94
13302,2.314274,8.191675,20.62
13303,3.054570,15.214985,22.53
13304,2.746474,12.271338,22.63
13305,2.719133,12.281854,21.91
13306,2.677654,12.320518,21.49
13307,2.693403,13.400600,20.98
13308,2.968436,15.572141,20.41
13309,2.557244,12.117332,21.72
13310,2.845898,13.499348,21.48
13311,3.342074,17.635994,20.46
13312,3.442122,18.368576,20.30
13313,2.855718,14.192123,21.35
13314,3.015130,15.349148,20.98
13315,2.790268,13.964604,21.44
13316,3.464473,21.030766,19.82
13317,3.579250,22.941742,19.48
13318,3.115921,16.862467,20.71
13319,2.483804,10.684725,22.38
13320,2.561676,10.696810,21.90
13321,2.594990,11.400078,21.08
13322,2.612595,11.702973,20.62
13323,2.646927,11.917864,20.42
13324,2.828671,12.548489,20.12
13325,2.389100,9.032424,21.46
13326,2.293427,8.372527,21.66
13327,2.437223,9.567696,21.01
13328,2.675974,12.229787,19.98
13329,2.700173,12.391294,20.36
13330,2.739633,11.974744,21.13
13331,2.566948,11.155862,21.93
13332,2.764564,12.812283,21.61
13333,2.918148,14.938143,21.01
13334,2.949073,14.571286,20.93
13335,2.529133,10.634868,21.94
13336,2.710608,12.664064,20.92
13337,2.771901,13.737344,20.51
13338,3.062237,16.110550,20.01
13339,3.141148,16.831619,20.13
13340,2.895694,14.259439,21.20
13341,2.748250,13.005705,21.91
13342,3.275308,17.580784,20.82
13343,3.857188,22.942934,19.76
13344,3.883282,25.135590,19.36
13345,3.618347,23.277660,19.63
13346,3.794187,24.841816,19.30
13347,3.794878,24.793478,19.33
13348,3.941220,27.674589,19.01
13349,3.899787,27.315449,19.25
13350,3.925996,27.437950,19.38
13351,3.675044,23.900246,19.93
13352,3.590345,22.000647,20.08
13353,3.478544,20.404659,20.05
13354,3.356357,18.467083,20.07
13355,3.455194,19.926760,19.33
13356,3.092185,16.402313,19.94
13357,2.884719,14.771099,20.32
13358,3.089249,16.223907,20.00
13359,3.627521,21.076773,18.96
13360,3.147057,16.328876,20.14
13361,3.100051,16.207222,20.22
13362,2.589918,11.268696,21.81
13363,2.419038,9.774271,22.37
13364,2.948689,13.964595,20.88
13365,3.106103,16.090950,20.52
13366,2.799883,12.951142,21.88
13367,2.780124,12.626240,22.38
13368,2.667218,12.078098,22.68
13369,2.421625,9.689085,23.52
13370,2.253873,8.478586,23.72
13371,2.673762,12.127668,21.62
13372,2.622203,11.650156,21.20
13373,2.607997,11.944007,20.89
13374,2.652081,12.003327,21.01
13375,2.818552,13.700946,20.83
13376,2.767805,13.402375,21.19
13377,2.674761,11.939558,21.80
13378,2.763734,13.024294,21.40
13379,2.756302,12.449648,21.46
13380,2.507559,10.686703,21.90
13381,2.420155,9.752705,22.30
13382,2.476873,9.783782,22.52
13383,2.505092,10.718172,22.36
13384,2.693321,11.951457,22.04
13385,2.699917,11.638791,22.17
13386,2.848510,13.421745,21.43
13387,2.922792,13.795381,21.03
13388,2.686815,12.165310,21.31
13389,2.656844,11.747620,21.23
13390,2.519943,11.001955,21.37
13391,2.773672,13.080090,20.57
13392,2.696213,11.936685,21.01
13393,2.513994,10.858540,21.63
13394,2.854927,13.404042,21.04
13395,2.895513,13.163946,21.47
13396,2.847247,13.549511,21.63
13397,3.137451,16.379610,20.98
13398,3.010995,15.352798,21.28
13399,2.718227,12.317612,22.15
13400,2.438409,9.711823,23.09
13401,2.481071,10.336736,22.82
13402,2.433500,10.591079,22.86
13403,2.299391,9.464534,23.55
13404,2.548081,11.489797,22.97
13405,2.565006,11.831471,23.18
13406,2.438562,9.705219,24.37
13407,2.506044,10.754108,24.21
13408,2.559246,11.912238,23.92
13409,2.916267,14.556307,23.07
13410,3.138610,16.797710,22.29
13411,3.123604,17.666950,21.79
13412,3.090085,16.881905,21.65
13413,3.070473,16.157099,21.61
13414,3.095962,16.234949,21.51
13415,3.060526,16.229504,21.44
13416,2.898680,15.558085,21.49
13417,2.926811,15.026272,21.35
13418,2.838531,13.773605,21.31
13419,2.511058,10.917443,21.77
13420,2.741178,11.873799,20.91
13421,2.689951,11.666003,20.66
13422,2.676576,11.665073,20.66
13423,2.637757,11.453300,20.85
13424,2.607959,11.297769,21.06
13425,2.827836,13.083977,20.58
13426,2.766392,12.256506,21.05
13427,2.843273,12.763179,21.11
13428,2.429491,9.847509,22.61
13429,2.689371,12.029739,22.25
13430,2.501525,10.924398,22.95
13431,2.696533,12.655354,22.39
13432,2.955978,14.531298,21.63
13433,2.925389,15.226960,21.05
13434,2.930734,15.010178,20.47
13435,2.937750,14.844472,20.03
13436,2.809427,14.301417,19.95
13437,2.766907,13.739058,20.23
13438,3.218361,18.772408,19.16
13439,3.378693,19.914188,19.23
13440,3.005680,16.150805,20.40
13441,2.489454,10.725901,22.37
13442,2.541598,10.904098,22.39
13443,2.782935,13.782044,21.41
13444,2.857605,14.573794,21.19
13445,2.874856,14.973590,21.08
13446,2.670886,12.920565,21.69
13447,2.589516,11.627534,22.16
13448,2.412695,10.027127,22.91
13449,2.475095,10.596213,22.97
13450,2.463212,10.087823,23.61
13451,2.878852,12.892667,23.02
13452,3.077308,14.352620,22.78
13453,2.867569,12.622725,23.36
13454,2.676513,11.712034,23.50
13455,2.843580,12.157300,22.96
13456,2.644773,11.193706,22.76
13457,2.606489,10.868181,22.43
13458,2.522856,10.343781,22.27
13459,2.874063,13.761907,20.77
13460,2.796853,12.690726,20.98
13461,2.729833,12.406651,21.03
13462,3.131965,16.411390,19.82
13463,3.148968,18.885801,19.22
13464,2.698000,15.005136,20.19
13465,2.658393,13.779247,20.52
13466,2.746177,14.533376,20.27
13467,2.672715,13.894444,20.53
13468,2.566393,12.371684,21.20
13469,2.770324,13.955568,20.96
13470,2.655459,12.903721,21.68
13471,2.514543,11.501757,22.63
13472,2.613027,12.573012,22.68
13473,2.617728,12.361865,23.18
13474,2.483817,10.209738,24.46
13475,2.326366,8.822766,25.53
13476,2.378657,8.502194,26.09
13477,2.305835,7.809863,26.78
13478,2.154083,7.414506,27.25
13479,1.971038,6.337138,28.06
13480,1.728984,4.920093,29.20
13481,1.637907,4.287709,29.77
13482,1.791089,5.122888,28.97
13483,1.768105,5.059962,29.02
13484,1.937575,6.121706,28.21
13485,1.940837,6.469626,28.01
13486,1.902089,6.513297,28.03
13487,1.946422,6.467455,28.14
13488,2.175987,7.182026,27.79
13489,2.317526,9.164112,26.85
13490,2.556327,10.648360,26.24
13491,2.627181,11.375978,25.75
13492,2.757508,11.886534,25.14
13493,2.954467,14.502913,23.62
13494,3.212864,17.269011,21.96
13495,2.697670,13.278756,22.04
13496,2.713634,13.726924,21.05
13497,2.906402,16.212854,19.74
13498,3.161856,18.409233,18.91
13499,3.227598,19.079018,18.61
13500,2.908998,15.155232,19.56
13501,2.625794,12.958411,20.21
13502,2.580822,13.064938,20.18
13503,2.683433,13.055168,20.24
13504,2.738683,12.731563,20.62
13505,2.841773,12.177750,21.30
13506,2.774710,11.876087,22.00
13507,2.933160,13.520815,21.91
13508,2.894077,13.833004,22.04
13509,2.953680,13.973900,21.97
13510,2.612339,11.098639,22.71
13511,2.548072,10.726878,22.41
13512,2.228257,8.388465,22.98
13513,2.011762,6.799629,23.53
13514,2.340430,9.196626,21.98
13515,2.444688,10.974763,21.10
13516,2.505489,11.374890,20.95
13517,2.505484,11.002335,21.19
13518,2.325807,9.099153,22.20
13519,2.901665,13.318762,20.77
13520,3.072841,14.592517,20.64
13521,2.874848,13.276866,21.45
13522,2.549344,10.591707,22.89
13523,2.378468,8.773680,24.12
13524,2.478174,9.851166,23.85
13525,2.939938,13.617363,22.44
13526,3.017896,15.033084,21.83
13527,3.181064,16.701111,21.06
13528,3.137097,16.542221,20.78
13529,2.912184,13.691812,21.46
13530,2.979380,14.751383,21.24
13531,2.930395,14.142548,21.55
13532,3.079720,15.779952,21.21
13533,3.274941,18.458818,20.61
13534,3.317771,20.224962,20.21
13535,3.312179,20.877211,19.98
13536,3.221939,19.712290,20.10
13537,3.288816,19.336922,20.03
13538,3.402128,20.241636,19.70
13539,3.217746,17.950331,20.19
13540,2.979895,15.176448,21.05
13541,2.912862,13.979745,21.51
13542,2.860812,13.383647,21.73
13543,3.058384,14.933800,21.14
13544,2.937350,15.454360,20.74
13545,2.787357,14.878019,20.55
13546,2.985008,16.684782,19.82
13547,3.080132,19.102491,19.22
13548,3.130731,17.668190,19.77
13549,2.966203,16.446211,20.36
13550,2.870639,15.354533,20.85
13551,2.754608,14.540559,21.14
13552,2.581863,12.644926,21.64
13553,2.654103,12.372480,21.62
13554,3.454894,19.149855,21.29
13555,3.576770,20.800766,21.05
13556,3.953789,25.055201,20.27
13557,3.804995,23.363190,20.51
13558,3.592755,23.032909,20.35
13559,3.416294,19.385691,20.91
13560,4.053472,26.417099,19.52
13561,4.589642,34.126965,18.20
13562,4.355331,31.044390,18.28
13563,4.830495,38.332127,16.95
13564,3.911408,26.099174,18.05
13565,3.183465,15.898083,19.75
13566,3.206223,16.344496,19.72
13567,3.036534,14.885479,20.35
13568,3.265185,16.778088,20.11
13569,3.150844,15.573691,20.68
13570,3.195447,16.864923,20.38
13571,3.122503,16.388206,20.34
13572,3.423932,18.556433,19.63
13573,3.336247,18.412657,19.50
13574,3.263870,18.468693,19.35
13575,3.023420,16.092396,20.06
13576,2.918320,15.031535,20.83
13577,2.870961,13.101242,22.01
13578,2.712708,12.153872,22.74
13579,3.277011,17.211885,21.37
13580,3.139301,15.879365,21.69
13581,2.543796,10.432412,23.34
13582,2.865920,13.380105,22.02
13583,2.867717,13.148225,22.05
13584,3.106820,15.950909,21.42
13585,3.056150,14.553132,22.18
13586,3.039342,14.767463,22.59
13587,3.518252,20.233948,21.54
13588,3.707072,21.377422,21.28
13589,4.143720,26.893768,20.06
13590,3.658211,21.728741,20.62
13591,4.061857,26.388544,19.20
13592,3.318298,17.570839,20.50
13593,3.488798,20.324394,19.72
13594,3.528548,21.057577,19.52
13595,3.463190,19.097462,19.88
13596,3.127016,16.483952,20.46
13597,3.026940,15.996534,20.61
13598,3.401991,18.802143,20.05
13599,3.202329,18.559126,20.34
13600,3.008436,16.133812,21.13
13601,2.873381,14.367710,21.72
13602,3.012106,14.862788,21.48
13603,3.084462,15.235574,21.29
13604,2.753312,12.401223,22.31
13605,2.860304,13.594558,22.32
13606,2.637149,11.696526,23.39
13607,2.269543,8.483430,25.19
13608,2.377303,9.476938,25.02
13609,2.208517,9.009832,25.45
13610,2.042889,7.580758,26.28
13611,1.974910,7.050035,26.69
13612,2.158024,7.720591,26.39
13613,2.095474,7.635911,26.57
13614,2.456681,10.251916,25.46
13615,2.890751,14.029106,24.32
13616,3.115591,16.977015,23.65
13617,3.086190,16.675097,23.71
13618,2.965818,14.965961,23.97
13619,3.453937,21.788977,21.89
13620,3.148387,17.100136,22.29
13621,3.253635,18.481047,21.32
13622,3.186717,18.546959,21.01
13623,3.387234,19.201445,20.82
13624,3.536802,19.883234,20.57
13625,3.434256,19.512602,20.49
13626,3.905123,24.221786,19.28
13627,3.759606,24.330797,18.74
13628,3.243459,16.926893,19.70
13629,3.212237,15.578986,19.82
13630,2.940627,13.794400,20.30
13631,3.437554,17.426052,19.32
13632,3.307000,17.100466,19.54
13633,3.325330,18.661076,19.36
13634,3.291969,18.016062,19.68
13635,3.537810,21.420429,19.04
13636,3.421098,19.316122,19.54
13637,3.275716,19.018074,19.60
13638,3.029163,15.808616,20.37
13639,3.286459,18.412981,19.69
13640,3.736532,23.311375,18.75
13641,3.028629,16.282734,20.37
13642,2.888636,14.392705,20.92
13643,3.189420,17.271614,20.10
13644,3.507281,20.785044,19.34
13645,2.950475,15.300756,20.78
13646,2.775840,14.359392,21.18
13647,2.846185,13.766678,21.46
13648,3.143625,15.785898,21.02
13649,3.263068,18.314379,20.52
13650,3.052295,16.027567,20.97
13651,3.557517,21.299921,19.53
13652,3.434474,20.460754,19.46
13653,3.240030,19.581266,19.27
13654,3.053571,16.344679,19.56
13655,3.276552,17.180122,19.13
13656,3.269332,17.973236,19.01
13657,3.570073,20.766127,18.56
13658,3.676160,21.425346,18.71
13659,2.835640,13.950209,20.85
13660,2.544229,10.592473,22.28
13661,3.012431,14.764653,21.06
13662,3.056905,14.773769,21.45
13663,2.423481,9.703349,23.78
13664,2.553893,10.482353,23.92
13665,2.504588,10.637724,24.27
13666,2.329977,9.619595,25.12
13667,2.198263,7.617104,26.49
13668,2.150212,7.546581,26.81
13669,2.381956,9.682811,25.98
13670,2.813007,13.268904,24.78
13671,2.996142,14.416100,24.37
13672,3.271435,16.835197,23.35
13673,3.314337,18.460064,22.39
13674,3.441591,20.973263,21.19
13675,3.756835,24.004801,19.95
13676,3.488438,19.329565,20.45
13677,3.371670,18.003286,20.75
13678,3.236957,16.915266,21.08
13679,3.274053,18.336292,20.61
13680,3.202541,16.705465,20.81
13681,3.365574,18.605677,20.12
13682,3.167722,16.851501,20.19
13683,3.468619,20.746357,18.89
13684,3.178189,17.380173,19.49
13685,2.975293,15.048335,20.28
13686,3.847981,23.399965,18.72
13687,3.945681,24.031862,18.86
13688,3.926318,25.223440,18.87
13689,4.133572,28.208679,18.54
13690,3.998894,27.058786,18.62
13691,3.676684,22.752197,19.10
13692,3.712217,22.438276,19.07
13693,3.811297,25.464014,18.52
13694,2.964499,14.946269,20.85
13695,3.113090,18.026854,20.14
13696,3.307614,20.138714,19.74
13697,3.541186,22.855677,19.28
13698,3.206817,17.438301,20.52
13699,3.315386,18.790932,20.13
13700,3.335089,19.341852,19.86
13701,3.581979,21.200684,19.34
13702,3.578921,20.528324,19.51
13703,3.945718,24.333735,19.15
13704,3.528954,19.080954,20.60
13705,3.715317,22.934204,19.99
13706,4.516554,34.292419,18.29
13707,4.762997,38.428486,17.64
13708,3.746584,23.804718,19.27
13709,3.248170,18.548412,20.10
13710,3.145355,16.723091,20.64
13711,3.188578,17.345644,20.66
13712,2.878149,14.467983,21.62
13713,3.168007,16.882648,21.18
13714,3.740006,24.353107,19.79
13715,3.256967,17.770292,21.34
13716,3.372116,19.791702,20.99
13717,3.559884,21.758747,20.45
13718,3.963506,25.212395,19.50
13719,4.126011,26.128717,18.99
13720,3.896688,25.029549,18.95
13721,3.675206,21.019121,19.83
13722,3.120724,16.253500,21.24
13723,3.794351,22.807983,19.87
13724,3.996665,24.792316,19.44
13725,4.322805,29.235107,18.40
13726,3.878912,23.091484,18.81
13727,3.480403,19.693394,18.99
13728,3.230376,16.934790,19.54
13729,3.032820,16.515381,19.74
13730,2.739178,12.065482,21.28
13731,2.976794,13.678359,21.06
13732,3.293828,16.814478,20.61
13733,3.273061,16.574697,21.10
13734,2.825230,13.741709,22.28
13735,2.810854,13.565264,22.64
13736,2.624189,12.839386,23.06
13737,2.552702,11.735508,23.51
13738,2.646172,12.130766,23.43
13739,2.872566,14.863914,22.62
13740,2.949153,15.089792,22.56
13741,3.014923,15.079335,22.48
13742,3.262064,17.727234,21.71
13743,3.823122,23.565939,20.51
13744,4.050929,27.112255,19.97
13745,3.649194,24.037178,20.58
13746,3.854657,25.032824,20.53
13747,3.782952,24.306732,20.64
13748,3.640549,21.286980,20.90
13749,3.736470,23.654945,20.03
13750,4.022171,25.406755,19.38
13751,3.925504,24.821527,19.07
13752,3.692342,21.982679,19.29
13753,3.137383,15.826777,20.75
13754,2.989145,14.485518,21.26
13755,2.929475,14.682424,21.12
13756,3.422043,21.577681,19.35
13757,3.906223,26.402872,18.42
13758,3.879415,24.789917,18.54
13759,3.621730,23.060106,18.62
13760,3.590864,23.491821,18.42
13761,3.610869,23.694067,18.49
13762,3.212280,21.708548,19.29
13763,2.701370,14.414844,21.63
13764,2.151500,7.841083,24.88
13765,2.127733,7.875635,25.42
13766,2.111282,7.238259,26.21
13767,2.057492,6.964339,26.66
13768,1.904784,5.833762,27.60
13769,1.747138,5.166267,28.31
13770,1.863222,6.116566,27.83
13771,2.195129,7.851016,26.99
13772,2.762745,12.264392,25.12
13773,3.365088,18.742121,23.02
13774,3.378100,17.920042,22.69
13775,3.318267,17.195236,22.12
13776,3.309290,16.836805,21.22
13777,3.290630,17.159014,20.12
13778,3.709792,22.599844,18.40
13779,2.909003,13.654804,20.45
13780,2.701860,11.655286,21.14
13781,2.671946,11.376160,21.39
13782,2.756496,13.272023,21.02
13783,2.440099,11.727550,21.86
13784,2.440485,11.582424,22.12
13785,2.563000,13.516189,21.61
13786,2.808576,15.191399,21.26
13787,2.878962,14.866666,21.45
13788,2.755793,12.900236,22.07
13789,3.048327,14.406420,21.47
13790,3.271533,17.002398,20.50
13791,3.020951,14.985663,20.79
13792,2.938585,13.844811,20.90
13793,2.741881,13.321232,20.81
13794,2.707240,12.344028,21.15
13795,2.532316,11.079186,21.92
13796,2.913041,14.631036,21.02
13797,2.714218,12.525576,21.91
13798,2.914127,15.318680,21.25
13799,3.102305,17.661407,20.79
13800,3.195910,18.339035,20.67
13801,3.087132,17.647026,20.84
13802,2.850947,13.630344,22.02
13803,3.018839,15.454989,21.47
13804,3.128417,16.867714,20.96
13805,2.221618,8.587199,23.63
13806,2.184256,8.564631,23.54
13807,2.269786,8.888968,23.25
13808,2.226283,8.513164,23.28
13809,1.993397,6.946780,23.99
13810,1.867026,6.228769,24.28
13811,1.776892,5.730902,24.45
13812,1.709836,5.255603,24.63
13813,1.695628,5.260727,24.42
13814,1.709451,5.110768,24.37
13815,1.699336,4.653605,24.63
13816,1.612517,4.140270,25.02
13817,1.639414,4.307138,24.76
13818,1.685593,4.559031,24.46
13819,1.861869,5.353770,23.74
13820,1.952221,5.879983,23.35
13821,1.830953,5.364612,23.80
13822,1.835354,5.666677,23.64
13823,1.836004,5.573003,23.83
13824,1.594804,4.476076,24.89
13825,1.612577,4.375517,25.09
13826,1.662112,4.510740,25.06
13827,1.763424,5.076468,24.65
13828,1.792497,5.417956,24.47
13829,2.019785,6.488619,23.80
13830,2.151840,7.379051,23.36
13831,2.145693,7.565536,23.39
13832,2.269176,8.513999,23.02
13833,2.403419,9.381812,22.75
13834,2.862747,12.547957,21.62
13835,2.750326,11.713806,22.03
13836,2.455625,9.714567,22.93
13837,2.397012,9.452120,23.13
13838,2.065777,7.313574,24.30
13839,1.951016,6.970337,24.56
13840,2.185712,8.375421,23.79
13841,2.423417,9.587715,23.23
13842,2.290821,8.250161,23.89
13843,2.193906,7.727130,24.17
13844,2.179781,7.629565,24.25
13845,2.308939,8.123637,24.02
13846,2.276285,7.652080,24.35
13847,2.120502,6.443388,25.19
13848,2.022884,6.228399,25.46
13849,2.047016,6.270391,25.57
13850,1.940798,5.927520,25.99
13851,1.765692,5.105071,26.83
13852,1.621039,4.473223,27.61
13853,1.564749,4.086627,28.23
13854,1.537170,4.016213,28.50
13855,1.583244,4.289975,28.36
13856,1.592699,4.676625,28.08
13857,1.552827,4.667466,28.15
13858,1.739339,5.422226,27.52
13859,1.689363,5.107373,27.75
13860,1.645612,4.900705,27.84
13861,1.549335,4.137129,28.42
13862,1.781032,5.198810,27.20
13863,1.907714,5.873660,26.37
13864,1.813153,5.004506,26.78
13865,1.820896,5.024013,26.52
13866,2.397406,9.142813,23.72
13867,2.472512,9.384866,23.46
13868,2.013579,6.219202,25.15
13869,1.749626,4.637370,26.35
13870,1.614184,4.189434,26.75
13871,1.709196,4.807470,26.12
13872,1.721161,5.206285,25.77
13873,1.869810,6.326097,24.94
13874,1.889941,6.595778,24.77
13875,1.846948,6.026250,25.15
13876,1.962696,6.375205,24.89
13877,1.873312,6.013753,25.10
13878,1.857679,5.664974,25.32
13879,1.907123,5.906291,25.11
13880,1.878358,5.774676,25.21
13881,1.684617,4.804680,26.03
13882,1.820323,5.362578,25.61
13883,1.670316,4.736603,26.23
13884,1.609062,4.225701,26.82
13885,1.726119,4.876840,26.31
13886,1.704282,4.765403,26.53
13887,1.735577,5.020843,26.44
13888,1.887189,5.640091,26.07
13889,1.991356,6.176159,25.80
13890,2.013157,6.507913,25.65
13891,2.087985,7.442383,25.12
13892,2.212372,8.322880,24.66
13893,2.343159,9.275096,24.17
13894,2.496908,10.405061,23.64
13895,2.678955,12.409862,22.83
13896,2.801653,14.040600,22.24
13897,2.747788,13.762141,22.27
13898,2.527689,11.281268,23.06
13899,2.376017,9.844870,23.59
13900,2.274217,8.752676,24.05
13901,2.148142,7.439070,24.72
13902,1.981098,6.704322,25.16
13903,1.947678,6.552622,25.27
13904,1.887487,6.033631,25.65
13905,1.865572,5.956740,25.74
13906,1.747661,5.058504,26.51
13907,1.688127,4.644587,26.95
13908,1.721711,4.936646,26.78
13909,1.744995,5.131714,26.71
13910,1.826744,5.628639,26.40
13911,1.959343,6.377209,25.95
13912,2.051702,6.980618,25.66
13913,2.038197,6.966468,25.76
13914,2.017715,6.813932,25.95
13915,2.118973,7.388295,25.71
13916,2.220146,8.098908,25.42
13917,2.309338,8.616779,25.28
13918,2.303831,8.608892,25.42
13919,2.203582,7.852082,25.96
13920,2.008875,6.653238,26.81
13921,1.931121,6.168935,27.26
13922,1.952708,6.181912,27.37
13923,1.947380,6.316943,27.40
13924,1.940381,6.681790,27.27
13925,1.953143,6.983273,27.18
13926,1.846884,6.212167,27.78
13927,1.813022,5.780776,28.18
13928,1.788479,5.429383,28.53
13929,1.730427,4.851749,29.09
13930,1.631325,4.256113,29.73
13931,1.528823,3.799021,30.29
13932,1.520948,3.725190,30.44
13933,1.554085,3.902060,30.29
13934,1.603271,4.155446,30.07
13935,1.661532,4.490245,29.79
13936,1.732879,4.866699,29.49
13937,1.787891,5.112252,29.34
13938,1.787664,5.091428,29.41
13939,1.740410,4.849195,29.68
13940,1.669658,4.485490,30.08
13941,1.614417,4.157351,30.47
13942,1.586570,4.004293,30.70
13943,1.563545,3.948991,30.83
13944,1.478522,3.588099,31.31
13945,1.422596,3.312400,31.72
13946,1.389069,3.257969,31.85
13947,1.350701,3.249171,31.91
13948,1.302920,3.091167,32.16
13949,1.306687,3.073978,32.22
13950,1.354034,3.204509,32.06
13951,1.463323,3.644763,31.52
13952,1.559482,4.152217,30.96
13953,1.689954,4.896312,30.25
13954,1.806517,5.533757,29.71
13955,1.565095,4.034231,31.08
13956,1.364390,3.442882,31.76
13957,1.380847,3.847300,31.27
13958,1.422956,3.830772,31.28
13959,1.655197,4.756447,30.34
13960,1.822754,5.121992,30.00
13961,1.763712,4.794976,30.28
13962,2.090839,6.219751,29.14
13963,2.046572,5.886141,29.36
13964,1.911757,5.144118,29.93
13965,1.834279,4.681206,30.32
13966,1.746876,4.599813,30.38
13967,1.658470,4.471059,30.47
13968,1.723336,5.024915,29.93
13969,1.987367,6.655256,28.68
13970,2.179605,8.005063,27.85
13971,2.378331,9.516829,27.08
13972,2.557086,10.844663,26.49
13973,2.689313,12.184205,25.98
13974,2.728960,12.249956,25.95
13975,2.774443,12.446135,25.87
13976,2.728066,12.054401,26.01
13977,2.580052,10.894880,26.44
13978,2.375511,9.384854,27.08
13979,2.233948,8.069235,27.74
13980,2.159781,7.345653,28.14
13981,2.080584,6.784230,28.48
13982,2.048741,6.789527,28.48
13983,2.009660,6.659809,28.56
13984,1.996555,6.428285,28.71
13985,1.959827,6.008141,28.99
13986,1.919692,5.629912,29.27
13987,1.870970,5.422608,29.43
13988,1.845105,5.399838,29.44
13989,1.868249,5.587099,29.28
13990,1.908345,5.828877,29.10
13991,1.950708,6.219430,28.81
13992,1.856313,5.727516,29.17
13993,1.934973,6.206370,28.82
13994,2.031266,7.241244,28.15
13995,2.105196,7.824896,27.82
13996,2.082509,7.715160,27.89
13997,2.326349,9.098046,27.19
13998,2.658464,11.133072,26.33
13999,2.618309,10.504065,26.60
14000,2.557736,9.716163,26.96
14001,2.470914,9.017083,27.30
14002,2.102645,6.853650,28.50
14003,1.956943,6.177146,28.97
14004,1.947195,6.209803,28.96
14005,1.659332,4.692045,30.19
14006,1.536407,3.985449,30.92
14007,1.591021,4.281971,30.63
14008,1.703641,4.594871,30.34
14009,1.571392,3.862536,31.12
14010,1.701106,4.490339,30.49
14011,1.832439,5.045193,30.01
14012,2.152399,6.541388,28.90
14013,1.818042,4.942037,30.14
14014,1.750563,5.121789,30.01
14015,1.897288,5.976346,29.36
14016,1.874148,5.668286,29.60
14017,1.726939,4.680064,30.45
14018,1.714080,4.339672,30.78
14019,1.631338,3.885892,31.26
14020,1.492315,3.508653,31.71
14021,1.474835,3.536416,31.67
14022,1.513280,3.842627,31.30
14023,1.550414,4.236042,30.86
14024,1.466111,3.788690,31.33
14025,1.268974,2.615664,32.93
14026,1.335129,2.892943,32.48
14027,1.456053,3.409832,31.77
14028,1.555995,3.966939,31.11
14029,1.847719,6.021707,29.30
14030,1.921672,6.706995,28.80
14031,1.766342,5.693454,29.44
14032,1.642684,4.545153,30.31
14033,1.857733,4.963449,29.78
14034,2.264184,6.894778,28.16
14035,2.599953,9.467298,26.54
14036,2.543453,9.286545,26.33
14037,2.619447,10.184080,25.59
14038,2.413502,8.761539,25.84
14039,2.062240,6.701869,26.53
14040,2.047153,6.796285,26.04
14041,2.285485,8.146761,24.85
14042,2.022479,6.411445,25.54
14043,1.887895,5.944734,25.56
14044,1.766808,5.011744,26.06
14045,1.748697,4.952303,25.88
