Clip,L1 Loss,L2 Loss,SNR (dB)
62952,2.541873,11.133420,24.31
62953,2.713331,11.999841,23.89
62954,2.835910,14.097894,22.99
62955,2.779794,14.172487,22.70
62956,2.673444,12.942326,22.86
62957,2.897850,13.724685,22.46
62958,2.776638,12.305869,22.97
62959,2.694110,11.354228,23.53
62960,2.836807,12.443205,23.44
62961,3.143594,15.109594,22.91
62962,2.932089,13.816154,23.40
62963,3.217847,17.180046,22.35
62964,2.896524,14.480589,22.83
62965,2.808226,12.759794,23.01
62966,2.908749,14.541030,22.02
62967,2.964258,15.760089,21.55
62968,2.724429,13.712404,22.33
62969,2.391300,9.829896,24.18
62970,2.219712,8.598558,25.29
62971,2.347332,9.662697,25.23
62972,2.748476,12.844177,24.34
62973,2.364736,9.380432,25.93
62974,2.105781,8.161284,26.65
62975,2.086157,8.254333,26.62
62976,1.878764,6.672249,27.56
62977,1.873137,6.026128,28.03
62978,1.894200,6.621885,27.67
62979,2.055161,6.724278,27.68
62980,1.970549,6.378933,28.01
62981,1.949847,6.473455,28.07
62982,2.104777,7.192643,27.75
62983,2.397783,8.898705,26.94
62984,2.438339,9.113198,26.88
62985,2.550318,9.681595,26.47
62986,2.752324,11.695935,25.25
62987,2.686112,11.571189,24.69
62988,2.830701,12.812178,23.45
62989,2.762374,12.089648,22.76
62990,2.922609,13.583866,21.42
62991,2.601223,11.305615,21.75
62992,2.626662,10.919169,21.71
62993,2.272987,9.078739,22.65
62994,2.502932,10.693435,22.22
62995,2.653837,11.749379,22.17
62996,2.530565,11.517329,22.42
62997,2.871471,15.648222,21.01
62998,3.095288,18.022570,20.13
62999,3.440505,21.396330,18.93
63000,3.841966,24.839628,17.70
63001,3.257192,19.177822,19.72
63002,2.612170,11.845676,21.89
63003,2.544118,10.527795,22.48
63004,2.491919,10.363471,22.54
63005,2.229830,8.527607,23.19
63006,2.341237,8.755789,22.69
63007,2.559947,10.794400,21.47
63008,3.627695,20.566504,18.68
63009,3.345758,18.703306,19.42
63010,3.023681,14.613605,20.95
63011,3.337099,18.848806,20.04
63012,3.700224,21.899311,19.47
63013,3.247224,17.540825,20.38
63014,3.439966,19.836147,19.58
63015,3.170073,16.290298,20.13
63016,2.469343,9.739935,22.39
63017,2.288538,8.335486,23.17
63018,2.544386,11.298074,21.92
63019,3.135309,16.329752,20.43
63020,2.989725,13.631332,21.33
63021,2.908549,14.285101,21.15
63022,3.281207,16.612043,20.45
63023,3.282828,18.370356,19.95
63024,3.044305,15.673179,20.50
63025,3.100295,15.599950,20.44
63026,3.263238,18.695400,19.74
63027,3.048180,16.272488,20.65
63028,2.469279,9.631196,23.37
63029,2.535273,10.743857,23.39
63030,2.673259,13.401859,22.83
63031,2.408107,10.909724,24.03
63032,2.198336,8.104196,25.55
63033,2.089717,6.884464,26.47
63034,2.248676,7.658066,26.24
63035,2.437922,9.386146,25.63
63036,2.387374,8.896441,26.10
63037,2.777282,12.384537,24.71
63038,2.962004,14.141381,23.97
63039,2.790916,12.945957,23.95
63040,2.577336,11.395893,23.84
63041,2.558819,11.042163,23.14
63042,2.776857,13.500136,21.54
63043,2.792299,13.483119,21.03
63044,2.792646,12.475610,21.14
63045,2.812777,12.886313,21.03
63046,2.686756,12.291073,21.46
63047,2.943327,15.689046,20.71
63048,3.090955,16.463549,20.74
63049,3.532495,21.084333,19.74
63050,3.398014,19.458977,20.09
63051,3.139262,15.560238,20.96
63052,2.772393,11.984459,21.91
63053,2.929354,13.630825,21.28
63054,3.039269,17.857830,20.09
63055,3.244248,20.448988,19.37
63056,3.242764,18.410776,19.61
63057,3.315840,20.060673,18.94
63058,3.372454,22.954262,17.96
63059,3.373746,22.416689,17.78
63060,3.507784,23.851973,17.55
63061,3.781733,26.028105,17.54
63062,3.633529,24.563023,18.05
63063,3.953115,26.020466,17.95
63064,3.665031,21.200405,18.99
63065,3.560580,20.117153,19.41
63066,3.203455,15.398453,20.63
63067,3.405765,19.052507,19.76
63068,3.325411,18.688246,19.87
63069,3.114839,16.989937,20.26
63070,2.910255,14.988837,20.67
63071,2.582118,11.037621,21.79
63072,2.601935,11.256616,21.62
63073,2.969399,14.921570,20.44
63074,2.886017,13.585795,21.00
63075,2.868144,12.558592,21.67
63076,2.767361,12.106827,22.33
63077,2.895963,13.061682,22.49
63078,2.757748,11.917756,23.15
63079,3.101420,14.898758,22.20
63080,3.396104,19.650286,20.77
63081,3.014725,17.551697,20.83
63082,3.020396,17.179035,20.38
63083,2.951107,15.581116,20.44
63084,2.844286,13.683438,20.91
63085,2.944157,13.592287,21.04
63086,2.942325,13.905552,21.25
63087,2.626617,11.178999,22.71
63088,2.442521,10.281939,23.59
63089,2.311045,9.230380,24.51
63090,2.439297,10.166013,24.49
63091,2.220375,8.372943,25.62
63092,2.047185,6.894956,26.63
63093,1.918598,5.882963,27.47
63094,1.764209,4.943616,28.41
63095,2.018847,6.109206,27.70
63096,2.073095,6.638535,27.57
63097,2.436541,8.944521,26.47
63098,2.458288,9.389321,26.35
63099,2.768712,12.194769,25.08
63100,3.086119,14.420800,23.94
63101,3.400651,17.700327,22.41
63102,3.096945,15.738523,22.09
63103,2.659959,11.325638,22.60
63104,2.409787,9.220946,22.87
63105,2.721749,11.752337,21.81
63106,2.918550,13.527272,21.55
63107,2.722696,11.832484,22.44
63108,3.028816,14.929660,21.57
63109,3.478638,20.667593,20.16
63110,3.219910,18.027214,20.59
63111,2.767884,13.382199,21.60
63112,2.931289,15.862582,20.51
63113,3.310927,18.290522,19.65
63114,3.080930,16.667822,19.86
63115,3.166279,16.857994,19.65
63116,2.910116,13.781435,20.31
63117,3.025833,14.410680,19.99
63118,2.956757,14.479176,19.95
63119,3.199187,16.404955,19.44
63120,2.979783,13.876401,20.25
63121,3.154444,15.857004,20.06
63122,3.542768,20.965389,19.43
63123,4.133335,29.115726,18.31
63124,4.149715,29.414412,18.39
63125,3.691097,23.231401,19.41
63126,3.326716,19.160635,20.09
63127,2.947000,13.799968,21.35
63128,3.160619,16.262932,20.84
63129,2.480685,10.665442,23.11
63130,2.214683,7.919001,24.91
63131,2.040607,6.309538,26.37
63132,2.004796,6.458580,26.68
63133,1.892352,5.676761,27.58
63134,1.958073,5.960581,27.67
63135,1.865908,5.927112,27.96
63136,1.687365,5.067139,28.87
63137,1.684254,4.582210,29.50
63138,1.810156,5.297037,29.03
63139,1.905778,5.964043,28.65
63140,1.648476,4.626987,29.87
63141,1.670087,4.911258,29.69
63142,1.551230,4.482179,30.15
63143,1.688003,4.856943,29.84
63144,1.738938,4.980411,29.75
63145,1.468326,3.724213,31.03
63146,1.868962,6.046705,28.92
63147,2.606338,12.509421,25.68
63148,2.851249,14.731844,24.75
63149,2.792626,13.253598,24.71
63150,3.431263,20.215033,22.14
63151,3.233801,17.157110,21.93
63152,3.650052,21.073799,20.04
63153,3.235232,17.398224,20.10
63154,3.164598,16.487705,20.25
63155,3.217189,16.351780,20.36
63156,3.407021,18.724848,19.73
63157,3.452762,18.809738,19.55
63158,3.499451,19.329489,19.15
63159,3.313494,17.614811,19.11
63160,3.314336,17.144901,18.76
63161,3.442363,19.184902,17.97
63162,2.960054,13.780295,19.27
63163,2.880104,13.140064,19.41
63164,2.795660,13.150349,19.55
63165,2.972547,14.592713,19.64
63166,2.667936,12.340537,20.90
63167,2.714158,12.532361,21.14
63168,3.110934,16.302233,20.14
63169,2.971990,15.002175,20.46
63170,2.725035,11.694894,21.34
63171,2.838192,12.428930,20.99
63172,2.816659,13.670594,20.62
63173,2.922815,13.633132,20.65
63174,2.858198,13.914094,20.59
63175,3.231352,18.476980,19.35
63176,3.484551,20.462790,18.85
63177,3.840334,25.606350,17.89
63178,3.974648,27.053385,17.62
63179,3.513733,21.963369,18.38
63180,3.320267,19.076668,18.75
63181,3.482668,21.433998,18.00
63182,3.229070,18.494492,18.46
63183,2.989931,14.710129,19.62
63184,2.909237,13.631658,20.37
63185,3.114154,16.014643,20.11
63186,3.082495,16.161537,20.31
63187,3.094553,16.151846,20.41
63188,3.114692,15.548552,20.67
63189,3.485875,18.930656,19.86
63190,3.334024,18.654848,19.77
63191,3.350516,19.687996,19.44
63192,2.936316,13.753226,20.89
63193,2.679552,10.789631,21.70
63194,2.645212,10.522305,21.57
63195,2.728074,11.589105,21.29
63196,2.751738,12.297404,21.35
63197,2.536389,9.848264,22.55
63198,2.668984,12.179088,21.66
63199,3.000619,14.913295,20.75
63200,3.249918,17.751143,19.93
63201,3.453040,18.877935,19.59
63202,3.476254,19.429256,19.48
63203,3.324414,17.393888,20.14
63204,3.138645,15.635427,20.73
63205,2.671202,11.671926,22.02
63206,3.050987,14.389458,21.10
63207,3.258157,16.235928,20.57
63208,3.025843,14.845984,20.92
63209,3.127819,15.349362,20.73
63210,3.263408,17.237238,20.22
63211,3.218316,16.672314,20.40
63212,3.465183,18.539726,20.06
63213,3.240795,17.235476,20.45
63214,3.639457,20.377583,19.81
63215,3.918534,23.503115,19.43
63216,4.162514,26.358168,19.23
63217,3.504158,21.210436,20.19
63218,3.329470,19.381281,20.54
63219,3.144874,17.603275,20.87
63220,3.587018,21.936296,19.58
63221,3.452680,20.360783,19.38
63222,2.865136,13.933208,20.70
63223,2.880938,14.549696,20.35
63224,3.001751,14.789736,20.12
63225,3.676877,21.479479,18.44
63226,3.751509,22.180777,18.42
63227,4.016287,26.133749,18.12
63228,3.381863,18.379864,19.97
63229,3.552382,20.130310,19.76
63230,4.168794,26.422533,18.72
63231,4.290534,28.384491,18.36
63232,3.891470,23.299091,18.91
63233,3.018951,14.146343,20.93
63234,2.730627,12.600508,21.54
63235,2.222467,8.244368,23.48
63236,2.267148,8.084464,23.68
63237,2.309754,9.088658,23.27
63238,2.682857,13.011207,21.77
63239,2.714372,13.173611,21.71
63240,2.772139,14.620617,21.21
63241,2.935682,15.468332,20.93
63242,2.904175,15.007326,21.08
63243,3.180774,16.599024,20.67
63244,2.996686,15.147841,21.06
63245,3.099422,16.717602,20.67
63246,3.385179,18.737997,20.21
63247,3.278310,18.077456,20.25
63248,3.089050,16.599308,20.36
63249,3.173638,16.823425,20.05
63250,3.187061,15.814636,20.15
63251,3.218253,16.169939,20.06
63252,3.957353,24.318542,19.60
63253,3.792346,23.445827,19.91
63254,3.878554,27.072588,19.31
63255,3.601070,22.829153,19.89
63256,2.742671,13.029089,22.01
63257,2.632404,11.269314,22.43
63258,2.799366,13.278420,21.71
63259,2.795494,13.166660,21.81
63260,3.163254,15.906937,21.02
63261,3.270977,17.554543,20.53
63262,3.361841,17.446043,20.37
63263,3.356999,18.576193,19.89
63264,3.142570,17.343182,20.04
63265,3.200853,17.867531,19.88
63266,3.448277,20.159698,19.47
63267,3.495559,19.437990,19.76
63268,3.181882,16.340488,20.57
63269,3.254285,16.871908,20.35
63270,2.862325,13.226175,21.21
63271,3.038171,15.082509,20.28
63272,2.897205,13.533937,20.38
63273,2.870898,14.664062,19.85
63274,2.855936,14.292229,20.08
63275,3.186835,17.128439,19.52
63276,2.894286,13.218835,20.89
63277,2.749377,12.012143,21.54
63278,2.699780,10.958824,22.21
63279,3.265960,17.442190,20.60
63280,2.926760,14.014189,21.88
63281,3.611909,20.185064,20.43
63282,4.336576,29.267700,18.75
63283,3.516849,19.713997,20.28
63284,3.323177,17.484617,20.46
63285,3.194516,15.875183,20.79
63286,3.615848,20.506094,20.03
63287,3.234282,16.719938,21.25
63288,3.430082,19.398901,20.74
63289,3.865393,24.495386,19.66
63290,3.491586,20.290508,20.18
63291,3.230102,16.478746,20.57
63292,2.918418,13.830183,21.17
63293,3.041666,14.727324,21.14
63294,3.291292,16.555210,20.99
63295,2.767774,13.143660,22.11
63296,2.896594,13.088926,22.00
63297,2.679081,12.046247,22.03
63298,2.614261,11.494526,21.72
63299,2.510141,10.797495,21.53
63300,2.784135,12.716032,20.72
63301,2.757255,12.661709,20.88
63302,2.705605,11.910789,21.39
63303,2.586358,11.996484,21.66
63304,2.458588,9.969833,22.78
63305,2.670442,11.381022,22.51
63306,2.987083,14.196731,21.84
63307,3.144048,16.351610,21.40
63308,3.047953,16.433710,21.38
63309,2.879083,14.022466,21.89
63310,2.699437,11.373104,22.53
63311,2.481683,10.390835,22.70
63312,2.448233,9.968132,22.79
63313,2.326180,8.771078,23.29
63314,2.735485,13.386581,21.33
63315,2.820947,13.352657,21.16
63316,2.772668,12.508974,21.18
63317,2.757707,12.653857,20.76
63318,2.470116,9.717477,21.68
63319,2.551636,11.105640,21.22
63320,2.652100,12.342932,21.15
63321,2.787042,13.636196,21.22
63322,2.759922,13.466300,21.87
63323,2.731967,12.720876,22.49
63324,2.879736,13.542191,22.35
63325,3.393302,18.209423,21.01
63326,2.902923,13.432151,22.26
63327,2.264114,8.402576,24.32
63328,2.404784,9.205502,24.22
63329,2.053099,6.976943,25.89
63330,2.207458,8.093943,25.68
63331,2.146261,7.483301,26.35
63332,2.072923,6.860246,26.89
63333,2.019255,6.840073,26.97
63334,1.884102,5.985380,27.58
63335,1.881654,5.682359,27.92
63336,1.807537,5.474409,28.27
63337,2.007383,6.753534,27.54
63338,2.540791,11.011701,25.48
63339,2.703625,12.672368,24.60
63340,2.877678,14.796775,23.45
63341,3.018813,15.184631,22.62
63342,3.242637,17.181103,21.12
63343,3.221094,16.744829,20.16
63344,3.070477,15.619660,19.81
63345,2.800478,12.966760,20.19
63346,3.025214,14.886621,19.40
63347,2.803315,13.324346,19.90
63348,2.600223,11.004150,20.92
63349,2.531591,10.499595,21.40
63350,2.537672,10.643301,21.59
63351,2.306952,9.024981,22.45
63352,2.767644,13.250328,20.76
63353,2.775079,12.514580,20.91
63354,2.794835,12.080594,20.94
63355,2.599245,10.991486,21.34
63356,2.740270,12.563860,21.02
63357,2.870929,13.949958,21.06
63358,2.756299,12.741879,22.04
63359,2.687521,12.391314,22.67
63360,3.071198,16.128403,21.78
63361,3.581836,22.070875,20.48
63362,3.454064,19.260799,21.03
63363,3.373207,19.494390,20.89
63364,2.908135,14.881300,22.07
63365,2.777219,13.324556,22.86
63366,2.279290,8.611169,25.20
63367,2.326318,8.462255,25.70
63368,2.237655,8.466317,26.03
63369,2.082820,7.279483,26.91
63370,1.978948,6.551968,27.41
63371,2.072591,7.336974,26.90
63372,2.006457,6.995649,27.07
63373,2.064825,6.714593,27.24
63374,1.959000,6.153574,27.61
63375,1.984375,6.707481,27.30
63376,2.069903,6.543395,27.48
63377,1.801247,5.038641,28.70
63378,1.720494,4.931392,28.86
63379,1.559797,3.991601,29.87
63380,1.671845,4.789526,29.17
63381,1.754605,4.883708,29.17
63382,1.771601,5.071624,29.08
63383,1.737824,4.622314,29.57
63384,1.759402,4.976428,29.32
63385,2.036658,6.593184,28.09
63386,2.271856,9.314929,26.43
63387,2.543694,10.428307,25.65
63388,2.443196,9.631052,25.62
63389,2.741621,11.668895,24.31
63390,2.470567,9.833642,24.50
63391,2.713042,12.139912,23.07
63392,3.006546,14.821340,21.78
63393,3.043855,15.113083,21.33
63394,3.146186,16.018251,20.84
63395,3.058862,16.118132,20.76
63396,2.974913,15.279220,21.08
63397,3.278491,20.035555,20.00
63398,3.704078,24.535341,19.22
63399,3.491657,22.567377,19.69
63400,3.167898,19.649927,20.47
63401,3.064513,17.865368,21.01
63402,3.068922,16.882887,21.28
63403,3.562438,20.561535,20.35
63404,3.452346,18.869005,20.61
63405,3.332724,17.610548,20.78
63406,3.449967,18.822948,20.50
63407,3.753176,22.465376,19.81
63408,4.175560,27.243544,18.87
63409,4.063641,25.666416,18.93
63410,3.645312,20.274506,19.64
63411,3.105942,16.192343,20.21
63412,2.910250,14.541823,20.35
63413,2.918952,14.202144,20.52
63414,3.104682,16.109640,20.18
63415,3.223447,17.024302,20.11
63416,3.047753,16.321966,20.33
63417,2.581504,11.281041,21.91
63418,2.746757,11.724533,21.77
63419,2.904811,13.603788,21.21
63420,2.873437,12.455943,21.73
63421,3.070862,14.304094,21.25
63422,3.267375,16.161930,20.79
63423,3.335364,18.040667,20.33
63424,3.237551,17.107639,20.58
63425,2.567757,10.116406,22.96
63426,2.880728,13.157970,22.12
63427,3.019758,14.559627,21.79
63428,3.474180,19.664768,20.40
63429,3.467340,19.577503,20.21
63430,3.278702,18.180632,20.22
63431,2.866655,14.589643,20.68
63432,2.891119,14.109743,20.52
63433,2.711053,12.395129,21.01
63434,2.727098,12.393467,21.14
63435,2.772737,12.208696,21.40
63436,2.861355,13.024670,21.49
63437,2.473066,10.032694,23.17
63438,2.135074,7.644651,24.99
63439,2.298434,9.049208,24.75
63440,2.702926,11.795822,23.89
63441,2.997612,14.620800,23.08
63442,3.089617,17.099152,22.31
63443,2.971064,14.709662,22.56
63444,3.244357,17.531912,21.24
63445,3.523022,21.560184,19.78
63446,3.538164,21.538305,19.27
63447,3.231842,17.330910,19.78
63448,2.960777,15.294892,20.10
63449,2.737305,12.109238,21.10
63450,2.774621,12.622962,21.01
63451,2.876894,14.141254,20.58
63452,2.960770,14.202491,20.48
63453,2.871562,13.868491,20.49
63454,2.796692,12.696212,20.75
63455,2.742776,11.901926,20.93
63456,2.946056,14.134892,20.22
63457,2.758174,12.638704,20.89
63458,2.754404,12.619177,21.07
63459,2.645912,11.461671,21.57
63460,2.641437,11.352754,21.57
63461,2.819446,13.284574,20.82
63462,2.566432,10.928669,21.72
63463,2.372318,9.208328,22.67
63464,2.630578,10.809789,22.28
63465,2.255183,8.000460,23.90
63466,2.398951,9.241096,23.44
63467,2.587493,10.920625,22.73
63468,2.616780,10.868832,22.62
63469,2.776606,12.203332,21.95
63470,2.708722,11.660746,22.13
63471,2.945536,14.073051,21.35
63472,3.088718,16.084225,20.77
63473,3.155649,16.787361,20.58
63474,2.716543,13.181660,21.68
63475,2.709599,12.002788,22.12
63476,3.069435,15.530366,21.20
63477,3.423127,18.604784,20.82
63478,3.413172,18.739134,21.02
63479,3.509238,20.008284,20.76
63480,3.393354,18.601946,20.99
63481,2.652320,11.867414,22.82
63482,2.852905,14.216975,21.90
63483,2.969995,14.817518,21.68
63484,3.313678,17.669933,20.93
63485,3.261450,17.653101,20.95
63486,2.946192,15.453467,21.52
63487,3.057067,15.371125,21.55
63488,3.186346,16.182873,21.53
63489,2.879112,13.571507,22.49
63490,2.907004,13.966984,22.38
63491,3.208950,16.058220,21.62
63492,3.129294,15.529092,21.51
63493,2.841196,12.968153,22.04
63494,2.741331,11.854858,22.36
63495,2.786711,12.397202,22.23
63496,3.306839,17.268908,20.78
63497,3.479748,19.516575,20.12
63498,3.560827,20.253160,19.68
63499,3.584857,20.557583,19.26
63500,2.962571,14.447668,20.69
63501,2.502392,10.967949,22.04
63502,2.811148,13.847538,21.25
63503,2.467165,10.081040,22.15
63504,2.022916,6.751633,23.78
63505,2.106336,7.293996,23.36
63506,2.018981,7.351509,23.32
63507,2.127443,8.139874,22.93
63508,2.157829,8.534541,22.72
63509,2.205736,8.749699,22.56
63510,2.390587,10.207458,21.81
63511,2.547843,11.167407,21.30
63512,2.325939,9.768548,21.79
63513,2.252765,9.352100,22.03
63514,2.410089,10.517003,21.72
63515,2.208515,8.807872,22.83
63516,2.370276,9.391046,23.03
63517,2.289856,8.908260,23.72
63518,2.322475,9.329256,23.96
63519,2.266747,8.954863,24.43
63520,2.536933,10.840395,23.66
63521,2.425053,10.529790,23.65
63522,2.422708,9.604810,23.80
63523,2.552062,10.591741,23.01
63524,2.369178,8.668921,23.53
63525,2.429326,8.989017,23.16
63526,2.428060,9.138689,22.99
63527,2.426333,9.383232,22.84
63528,2.405397,9.389064,22.85
63529,2.414611,9.897119,22.75
63530,2.365918,9.671698,23.08
63531,2.101996,7.983478,24.20
63532,2.237662,8.673348,24.17
63533,2.261649,8.873535,24.39
63534,2.352893,9.107495,24.48
63535,2.153579,7.502896,25.42
63536,2.168515,8.144582,25.10
63537,1.949394,6.815348,25.84
63538,1.771797,5.404984,26.75
63539,1.687358,5.030730,26.95
63540,1.938878,6.619344,25.60
63541,2.216575,9.204844,23.96
63542,2.195954,9.138427,23.72
63543,2.042480,7.553395,24.31
63544,1.908392,6.398906,24.84
63545,1.987287,6.431980,24.69
63546,1.970413,6.882841,24.34
63547,1.920208,6.938429,24.30
63548,2.121114,8.430108,23.41
63549,2.343888,9.388057,22.85
63550,2.440758,9.722877,22.57
63551,2.450485,9.955201,22.31
63552,2.435040,9.667817,22.33
